,Lmax,Depth,K,Interbirth_interval,Amax,Litter,Offspring_size,Trophic,Lmax-S,Depth-S,K-S,Interbirth_interval-S,Amax-S,Litter-S,Offspring_size-S,Trophic-S,Ga50,GS,a50_ABTP-SWP-13,a50_ATSH-GOM-03,a50_ATSH-NWA-07,a50_ATSH-NWA-13,a50_BNOS-GOM-11,a50_BNOS-NWA-07,a50_BNOS-NWA-11,a50_BTIP-GOM-05,a50_BTIP-GOM-12,a50_BTIP-NWA-06,a50_COP-SWA-03,a50_DUS-NWA-06,a50_DUS-NWA-11,a50_FTH-GOM-03,a50_FTH-NWA-07,a50_GRE-SWP-06,a50_NER-I-02,a50_OCW-WCP-12,a50_SAN-NWA-06,a50_SAN-NWA-11,a50_SPIN-WP-05,a50_SPT-SWP-13,a50_WTIP-SWP-06,S_ABTP-SWP-13,S_ATSH-GOM-03,S_ATSH-NWA-07,S_ATSH-NWA-13,S_BNOS-GOM-11,S_BNOS-NWA-07,S_BNOS-NWA-11,S_BTIP-GOM-05,S_BTIP-GOM-12,S_BTIP-NWA-06,S_COP-SWA-03,S_DUS-NWA-06,S_DUS-NWA-11,S_FTH-GOM-03,S_FTH-NWA-07,S_GRE-SWP-06,S_NER-I-02,S_OCW-WCP-12,S_SAN-NWA-06,S_SAN-NWA-11,S_SPIN-WP-05,S_SPT-SWP-13,S_WTIP-SWP-06,S2
0,7.040886785570868,5.091054685850699,-1.1233837285667896,0.8571897693150812,4.516136362743161,0.6992618341654766,4.624031122522124,5.139199539920475,1.7199918250538582,0.28169072646855586,4.347365794047205,-3.1717669128450505,4.1812987492592315,3.39671504778409,2.3512345431676795,-1.1982136740979503,7.675963670683491,2.760313926262994,5.259049276451515,1.8834739399816922,1.8609935406404439,1.8609935406404439,4.759466223999574,5.203845924485401,5.203845924485401,6.857371300349918,6.857371300349918,6.815767423739818,22.067699153357974,19.022965295062555,19.022965295062555,-1.1156768276366318,-1.115676806412793,10.945802068848518,6.0385795333484475,6.002812297497886,14.87079538680391,14.87079538680391,7.7278472998955134,2.053393183230556,9.59268476473375,2.9905960308669326,10.841572280449165,3.4753314272406217,3.4753314272406217,3.174697855304264,1.4549995364353268,1.4549995364353268,0.7219581987757968,0.7219581987757968,0.8829604150935062,8.340526700280154,0.829099939838913,0.829099939838913,0.15008075466013837,0.1500806725263253,5.532123328240283,5.474880631334494,0.6405486198211673,0.36409648215421786,0.36409648215421786,2.744812480778596,7.841340256307836,1.0320291094962086,0.09964874081689568
1,6.861999066415338,4.994617913763814,-1.152775928804194,0.9536098199336638,4.5251871072432905,0.7867168678370671,4.505552156595146,4.962083386907798,0.8891714648653578,-0.14127102662639981,2.8392425753602866,-2.5090073228090963,3.5710655573089887,4.554039890431696,2.2576790424319797,-1.0124483433763856,7.684092687642632,2.6529822903627625,5.195352488434165,1.8182664828929858,1.8487175950852848,1.8487175950852848,4.805375127002063,5.261381573368197,5.261381573368197,6.815413082899992,6.815413082899992,6.77272068289323,21.98762771597315,19.020973070801414,19.020973070801414,-0.981318704370608,-0.9813186825914695,10.95280855587246,6.146375774835295,6.088569545606418,14.809942643308691,14.809942643308691,7.795635296930898,2.0272763525300364,9.593905248844724,2.7094642680068937,8.852815746559559,3.4487815182883006,3.4487815182883006,2.983050972476742,1.8599247128015293,1.8599247128015293,0.6097737248553021,0.6097737248553021,0.7149234566589939,10.043288006913423,0.5386630767184055,0.5386630767184055,0.15353099293927874,0.15353093929810147,4.669959156221084,7.097721515718304,0.7306016954288502,0.4598629968459158,0.4598629968459158,1.9452082774143236,6.33082429830087,0.7996612933881811,0.0999372446431336
2,6.919153205029621,4.97246771116286,-1.1573484765200561,0.8780555525052064,4.568110030725664,0.7650262598182457,4.550383459519664,4.963591502789856,1.3121712436968902,0.04054525212246331,3.940642646696076,-2.591523214968952,4.0164478435092725,3.6610686937567434,2.169066296613719,-1.104080198925574,7.710921553018979,2.604312141867394,5.310283527257733,1.8445795793918343,1.8759746070287435,1.8759746070287435,4.82194639583851,5.279761616297378,5.279761616297378,6.8437620459634765,6.8437620459634765,6.800900304256165,22.030693776348663,19.041596474319565,19.041596474319565,-0.9739211786346518,-0.973921156769125,10.91220349050778,6.103748540582954,6.112672879890384,14.81440606827486,14.81440606827486,7.8561185970620135,2.136931977258322,9.657957362677847,2.4113530346924006,9.906129889886163,3.1188329703740667,3.1188329703740667,3.1411466247308906,1.582336794634294,1.582336794634294,0.6445087406933423,0.6445087406933423,0.7904481968814783,8.553294685061308,0.9077801722120056,0.9077801722120056,0.1398660497930524,0.1398659753433691,4.919277473877709,5.955471641625679,0.5063065110733571,0.39836385826649356,0.39836385826649356,2.4410050103576664,6.902672475719515,0.7886966215470383,0.0999698278053936
3,6.919153205029621,4.97246771116286,-1.1573484765200561,0.8780555525052064,4.568110030725664,0.7650262598182457,4.550383459519664,4.963591502789856,1.3121712436968902,0.04054525212246331,3.940642646696076,-2.591523214968952,4.0164478435092725,3.6610686937567434,2.169066296613719,-1.104080198925574,7.710921553018979,2.604312141867394,5.310283527257733,1.8445795793918343,1.8759746070287435,1.8759746070287435,4.82194639583851,5.279761616297378,5.279761616297378,6.8437620459634765,6.8437620459634765,6.800900304256165,22.030693776348663,19.041596474319565,19.041596474319565,-0.9739211786346518,-0.973921156769125,10.91220349050778,6.103748540582954,6.112672879890384,14.81440606827486,14.81440606827486,7.8561185970620135,2.136931977258322,9.657957362677847,2.4113530346924006,9.906129889886163,3.1188329703740667,3.1188329703740667,3.1411466247308906,1.582336794634294,1.582336794634294,0.6445087406933423,0.6445087406933423,0.7904481968814783,8.553294685061308,0.9077801722120056,0.9077801722120056,0.1398660497930524,0.1398659753433691,4.919277473877709,5.955471641625679,0.5063065110733571,0.39836385826649356,0.39836385826649356,2.4410050103576664,6.902672475719515,0.7886966215470383,0.0999698278053936
4,7.002102352991806,4.945998509068468,-1.1607173737345087,0.8823579858648445,4.514475776906711,0.7880419492100142,4.560957695253045,4.957186234006845,1.4241863192147688,-0.09294777937788261,3.5997379149837574,-2.664176896928541,3.703948490128443,3.348892745375484,1.9084969459503858,-1.049471944396727,7.728722072647878,2.4401178135840405,5.3339597363284,1.8420389250898517,1.8552946387778717,1.8552946387778717,4.815959259335754,5.275107122859549,5.275107122859549,6.883405620193361,6.883405620193361,6.8404191132963295,22.085756049587122,19.077862976401835,19.077862976401835,-0.9322884267033438,-0.9322884047741689,10.922961188036787,6.132625376991813,6.20656212374298,14.775511443217932,14.775511443217932,7.921586152437033,2.148429757905642,9.640523216725876,2.4605391970052035,9.186085893953422,2.939702109066112,2.939702109066112,2.8356080782616306,1.4116507822726745,1.4116507822726745,0.635341041200888,0.635341041200888,0.7686552847984403,7.957349541937002,0.8381574547822359,0.8381574547822359,0.1487063188079199,0.1487062507988735,4.318631718811831,5.415295720510076,0.7022876347370562,0.40863952576160467,0.40863952576160467,2.561465813151115,6.496182268419363,0.656214165073937,0.09996735116934576
5,7.1008259256282065,4.98956890367441,-1.1263969384576398,0.9330293943579867,4.378648687509882,0.8065395058271154,4.512949852783766,4.932453740867462,1.0331525219380964,-0.5516335825633566,2.9351976168275193,-2.665601980703098,3.8715210675785263,3.9616184876034897,2.0607928180732302,-1.0848378208952372,7.6795720589529,2.472884092173436,5.209924327155269,1.822320329625506,1.7627088716232775,1.7627088716232775,4.710758184698131,5.156329828128071,5.156329828128071,6.8518822987655295,6.8518822987655295,6.8101668296431725,22.01229093920707,19.070347608308165,19.070347608308165,-0.9425426922964073,-0.9425426710156408,11.04719679283817,6.093596827061134,6.298307073209179,14.683515877578568,14.683515877578568,7.929043457791701,2.0322063205586276,9.499862668633535,2.74532854302819,8.435837531284255,3.030905277183942,3.030905277183942,2.930717662195893,1.7696342276898558,1.7696342276898558,0.5772081864250159,0.5772081864250159,0.6859115585421679,9.033477899462323,0.6728477982533279,0.6728477982533279,0.16301220200300148,0.16301214654896679,3.5087160575217036,6.193249395298765,0.6429067349046403,0.3701104126608794,0.3701104126608794,2.388377215698026,6.3394663197533205,0.8049090493217065,0.09998913776674889
6,7.06705843209502,4.940409073141791,-1.176292991469516,0.9092480664256226,4.323970511370786,0.831579575614139,4.443448848448866,4.94781697160467,0.9238816268135234,-0.9473599088724953,3.2050137592994203,-2.5688643853674296,4.417168222663158,4.813504722288872,2.201106244669098,-1.1811946951067094,7.674270711708566,2.6926874040123394,5.210185412409903,1.7965982052175362,1.8067895305906743,1.8067895305906743,4.7004906370641,5.165799786502901,5.165799786502901,6.8565982998926955,6.8565982998926955,6.813034958863306,22.0179206417427,18.996820663895893,18.996820663895893,-0.9258898284161727,-0.925889806192731,10.942610646951753,6.1671126455129315,6.325820538218196,14.704498842629013,14.704498842629013,7.932906162623299,1.9679510212623024,9.424360887017512,2.5437725441100336,9.074223382911013,3.0795868334778946,3.0795868334778946,3.388749411411974,2.1209341331655307,2.1209341331655307,0.5874229517247853,0.5874229517247853,0.7061188110156076,10.599265893212483,0.8686245517405502,0.8686245517405502,0.15902628268512065,0.1590262221335098,3.359865220918398,7.605060746474152,0.5929223100106945,0.37652393899465675,0.37652393899465675,2.5908583027782774,6.514099609172952,0.5726367372427289,0.09997619302159956
7,7.123263924002932,4.92800542076509,-1.1900104309511366,0.8937605792634026,4.310545168162329,0.7937820031699069,4.492966503694384,4.928456688763971,0.9369235979982463,-0.6292663976908144,2.9837216031814267,-2.8365459732385756,4.174556076950303,4.546749627531983,2.236129713486709,-1.16909116238263,7.718074750419716,2.6814195087781196,5.325474270502284,1.795117721782955,1.8236707434240909,1.8236707434240909,4.732547291676568,5.20328268282892,5.20328268282892,6.920774304922247,6.920774304922247,6.876702946333863,22.007619866494586,19.054921045149424,19.054921045149424,-0.8508233557347629,-0.8508233332521609,10.974540057537556,6.114000416468841,6.403621862561039,14.683122748443221,14.683122748443221,8.004981453406394,2.081240381143684,9.529976631196794,2.9490157138984845,8.972674387719486,3.3586356531565826,3.3586356531565826,3.1717560371808218,1.9914778484924007,1.9914778484924007,0.5676413345961566,0.5676413345961566,0.6781417649130685,10.17250600863595,0.6345683170485138,0.6345683170485138,0.13787477342140753,0.13787471705061993,3.772039600058454,7.057838761679809,0.6596670890250074,0.43955076644941204,0.43955076644941204,2.4264681215878388,6.712823829164708,0.8402200580749404,0.09998861735166917
8,7.105040704817803,4.9108798772502045,-1.2457976927708725,0.905471975478297,4.263390268183906,0.7017434326679381,4.548270553918583,5.077605315027299,0.8342903238815077,-0.8961147137294481,2.4992793522940144,-2.288219068079727,3.925834850674388,4.564898181767676,2.2652268071594426,-0.905036940568457,7.753670845658426,2.5393651259825445,5.408405821250023,1.768588637916303,1.9041745074688945,1.9041745074688945,4.812732762524036,5.305536059831667,5.305536059831667,7.038053535698657,7.038053535698657,6.991916127640138,21.988616269841447,19.031501143470855,19.031501143470855,-0.8125334162738131,-0.8125333927372351,10.819176578842836,6.134934666612706,6.330897669828686,14.76226467712726,14.76226467712726,7.931662210718654,2.0847652567139994,9.604740410071317,2.600257679132232,7.807962914525733,2.8883282223023437,2.8883282223023437,3.119483472935353,2.1308373124468405,2.1308373124468405,0.6746253328626604,0.6746253328626604,0.7671847203122772,10.276461447057097,0.8637239348676582,0.8637239348676582,0.16311153664039107,0.16311148942206316,2.924041188331448,7.1959282062522645,0.5745206582437801,0.4202398200830131,0.4202398200830131,2.1899917318767934,5.872905088344545,0.794928519399493,0.09996892385421939
9,7.0372968742575726,4.873079146840474,-1.226472291533167,0.9143079733134007,4.434333359106684,0.7087467084075447,4.472345770487503,4.968870019878648,0.9218274524385004,-1.1736396103763036,2.2395825733336574,-2.497635204425915,3.8567856624714425,4.564329220860946,2.0680767819994594,-0.8968756007793579,7.752096327130568,2.4746186012525775,5.355901530799699,1.7068064342197513,1.8269112761314152,1.8269112761314152,4.823983752463571,5.309142452653228,5.309142452653228,6.962875682931507,6.962875682931507,6.9174539801018335,21.988818792134396,19.170721317038915,19.170721317038915,-0.8401048087733538,-0.840104785601886,10.78177358685381,6.08986518834825,6.338574460492375,14.83665940705722,14.83665940705722,8.054371107642925,2.0660907680802496,9.642165245616853,2.7411758874713987,7.421163777039127,2.8481512677557963,2.8481512677557963,2.968763780622507,2.082846522037148,2.082846522037148,0.6540842422597812,0.6540842422597812,0.7370259074003069,10.293308883773044,0.7675138257790848,0.7675138257790848,0.1444941041115857,0.1444940617996513,2.256853359416314,7.137872597128268,0.7565654104974227,0.45380616692957365,0.45380616692957365,2.4113079624816134,5.6808534564903885,0.6095445910548614,0.09995826826006161
